Averaged TEY data for P950-Hf15x1
Time(s)	MeanTEY	Std
1.999807e+01	1.850384e-06	8.438177e-09
2.010735e+01	1.879972e-06	1.109438e-10
2.021683e+01	1.863288e-06	1.527624e-08
2.032700e+01	1.870095e-06	1.886610e-08
2.043525e+01	1.870865e-06	6.538095e-10
2.054525e+01	1.856454e-06	7.684098e-09
2.065388e+01	1.858738e-06	1.830862e-08
2.076111e+01	1.861773e-06	1.755193e-08
2.086845e+01	1.825730e-06	2.018373e-08
2.097788e+01	1.835209e-06	1.146408e-08
2.108616e+01	1.851504e-06	1.925810e-08
2.119405e+01	1.819645e-06	1.067492e-09
2.130291e+01	1.842035e-06	6.156524e-09
2.141023e+01	1.843169e-06	2.925692e-10
2.151679e+01	1.812431e-06	9.798238e-09
2.162656e+01	1.842415e-06	7.295124e-09
2.173504e+01	1.831411e-06	4.631472e-09
2.184224e+01	1.851147e-06	1.602747e-08
2.195047e+01	1.851494e-06	3.367521e-08
2.205804e+01	1.857587e-06	2.835768e-10
2.216628e+01	1.844310e-06	4.640044e-09
2.227545e+01	1.839007e-06	1.677810e-08
2.238455e+01	1.879216e-06	4.663240e-09
2.249329e+01	1.838984e-06	1.812808e-08
2.260200e+01	1.838245e-06	1.146551e-08
2.271161e+01	1.852648e-06	1.053080e-08
2.282184e+01	1.861753e-06	1.052475e-08
2.293406e+01	1.856074e-06	7.304200e-09
2.304228e+01	1.835973e-06	1.829349e-08
2.315082e+01	1.851138e-06	8.504844e-10
2.326187e+01	1.834452e-06	1.373968e-08
2.337099e+01	1.836718e-06	2.193905e-09
2.348313e+01	1.838239e-06	2.359904e-09
2.359139e+01	1.864787e-06	1.279884e-08
2.369811e+01	1.861387e-06	8.825134e-09
2.380568e+01	1.827615e-06	2.352256e-09
2.391485e+01	1.839379e-06	5.016412e-09
2.402216e+01	1.867454e-06	3.517665e-09
2.413295e+01	1.853415e-06	2.369990e-09
2.424179e+01	1.842028e-06	5.225772e-09
2.434973e+01	1.850000e-06	1.988075e-09
2.445876e+01	1.839002e-06	9.189904e-09
2.456910e+01	1.881489e-06	1.405452e-09
2.467842e+01	1.835975e-06	2.132888e-08
2.479037e+01	1.831032e-06	6.528269e-09
2.489807e+01	1.861394e-06	1.944873e-08
2.500534e+01	1.878836e-06	2.765939e-09
2.511255e+01	1.857205e-06	3.698282e-09
2.522077e+01	1.860627e-06	7.307226e-09
2.533083e+01	1.876955e-06	2.818561e-08
2.544105e+01	1.867084e-06	1.755546e-08
2.554944e+01	1.856457e-06	1.299560e-08
2.565768e+01	1.864423e-06	8.827151e-09
2.576993e+01	1.869720e-06	1.165722e-08
2.587816e+01	1.839741e-06	2.040368e-08
2.598641e+01	1.879226e-06	1.908152e-08
2.609503e+01	1.869721e-06	1.089910e-08
2.620142e+01	1.872761e-06	3.308300e-09
2.631029e+01	1.886788e-06	2.037300e-08
2.641870e+01	1.855309e-06	1.802494e-09
2.652680e+01	1.872362e-06	3.252358e-08
2.663687e+01	1.851133e-06	5.219721e-09
2.674477e+01	1.853422e-06	1.223488e-08
2.685232e+01	1.856822e-06	9.389683e-09
2.696085e+01	1.841277e-06	7.673424e-09
2.706981e+01	1.879593e-06	4.903369e-10
2.717770e+01	1.860619e-06	4.834360e-09
2.728992e+01	1.865181e-06	8.068954e-09
2.739910e+01	1.847724e-06	1.986562e-09
2.750590e+01	1.856068e-06	3.319393e-09
2.761664e+01	1.823434e-06	8.653168e-09
2.772407e+01	1.855690e-06	9.480782e-11
2.783243e+01	1.851141e-06	6.162575e-09
2.796594e+01	1.882256e-06	1.149475e-08
2.807596e+01	1.856440e-06	1.280498e-08
2.818341e+01	1.869352e-06	5.415975e-09
2.829155e+01	1.869340e-06	1.355452e-08
2.839938e+01	1.852281e-06	8.060381e-09
2.850667e+01	1.865929e-06	7.865639e-09
2.862009e+01	1.875410e-06	1.430977e-08
2.873139e+01	1.863649e-06	1.317924e-08
2.883780e+01	1.859493e-06	1.451502e-08
2.894635e+01	1.875799e-06	4.878156e-10
2.905572e+01	1.876542e-06	2.303556e-08
2.916500e+01	1.852270e-06	7.874716e-09
2.927365e+01	1.857578e-06	1.242458e-08
2.938082e+01	1.874658e-06	3.686684e-09
2.949205e+01	1.852658e-06	4.645591e-09
2.959954e+01	1.867823e-06	1.203812e-08
2.970714e+01	1.856828e-06	1.042783e-09
2.981521e+01	1.866684e-06	1.393593e-08
2.992409e+01	1.828373e-06	8.359449e-10
3.003158e+01	1.852649e-06	7.495407e-09
3.013935e+01	1.872763e-06	1.031605e-09
3.024576e+01	1.872390e-06	9.211503e-09
3.035677e+01	1.857959e-06	1.128598e-08
3.046410e+01	1.849990e-06	1.318832e-08
3.057229e+01	1.842784e-06	8.260664e-09
3.068147e+01	1.860238e-06	7.489775e-09
3.079075e+01	1.862519e-06	9.934580e-11
3.090041e+01	1.864406e-06	1.545543e-08
3.100930e+01	1.874273e-06	1.165478e-08
3.111907e+01	1.846972e-06	1.336894e-08
3.122838e+01	1.894767e-06	3.293677e-09
3.133679e+01	1.845068e-06	1.605741e-09
3.144614e+01	1.864038e-06	8.590566e-10
3.155449e+01	1.854935e-06	6.165097e-09
3.166371e+01	1.873905e-06	4.659711e-09
3.177298e+01	1.873538e-06	2.400960e-08
3.188003e+01	1.873905e-06	6.177703e-09
3.198794e+01	1.881869e-06	2.674408e-10
3.209914e+01	1.853416e-06	3.887394e-09
3.220557e+01	1.865559e-06	6.172157e-09
3.231315e+01	1.840125e-06	1.395417e-08
3.242060e+01	1.854170e-06	2.941598e-09
3.252883e+01	1.838240e-06	4.636599e-09
3.263536e+01	1.872761e-06	3.308300e-09
3.274356e+01	1.826488e-06	1.866624e-08
3.285069e+01	1.856459e-06	1.527230e-08
3.295775e+01	1.846957e-06	1.015494e-08
3.306603e+01	1.858333e-06	1.925298e-08
3.317793e+01	1.868965e-06	7.104920e-09
3.328822e+01	1.863661e-06	5.032548e-09
3.339608e+01	1.862144e-06	5.790830e-09
3.350431e+01	1.872390e-06	8.453389e-09
3.361155e+01	1.867075e-06	3.896470e-09
3.372029e+01	1.851505e-06	1.698141e-08
3.382654e+01	1.843926e-06	3.327462e-09
3.393476e+01	1.868974e-06	7.312184e-09
3.404608e+01	1.872776e-06	1.869700e-08
3.415442e+01	1.871622e-06	5.206694e-09
3.426276e+01	1.875061e-06	3.235809e-08
3.437298e+01	1.845831e-06	8.435740e-09
3.448142e+01	1.844327e-06	2.968133e-08
3.458976e+01	1.862143e-06	4.272249e-09
3.469916e+01	1.864418e-06	2.756358e-09
3.480972e+01	1.855312e-06	1.991605e-09
3.491824e+01	1.863263e-06	2.266474e-08
3.502642e+01	1.857229e-06	3.272530e-08
3.513850e+01	1.884537e-06	1.832576e-08
3.524760e+01	1.870115e-06	1.072798e-08
3.535510e+01	1.859864e-06	4.772267e-10
3.546521e+01	1.866302e-06	1.659193e-08
3.557410e+01	1.861003e-06	1.615741e-09
3.568221e+01	1.845063e-06	5.224343e-09
3.579164e+01	1.885284e-06	6.442281e-10
3.590083e+01	1.842793e-06	5.398326e-09
3.600990e+01	1.855701e-06	1.678919e-08
3.612062e+01	1.864807e-06	1.755395e-08
3.622749e+01	1.868579e-06	1.659042e-08
3.633730e+01	1.877694e-06	2.925965e-09
3.644858e+01	1.875416e-06	5.204173e-09
3.655592e+01	1.865554e-06	6.573391e-10
3.666266e+01	1.857972e-06	9.202510e-09
3.677116e+01	1.846959e-06	7.120132e-09
3.687855e+01	1.882635e-06	1.111595e-08
3.698599e+01	1.857210e-06	3.131213e-09
3.709262e+01	1.872769e-06	8.832698e-09
3.720266e+01	1.902349e-06	1.239482e-08
3.730958e+01	1.864788e-06	1.204014e-08
3.742207e+01	1.860225e-06	2.646086e-08
3.753166e+01	1.867449e-06	4.070532e-09
3.763952e+01	1.845836e-06	1.678205e-08
3.774896e+01	1.846985e-06	3.233944e-08
3.785646e+01	1.871621e-06	5.964808e-09
3.796516e+01	1.879601e-06	1.263134e-08
3.807230e+01	1.858363e-06	2.703491e-08
3.818228e+01	1.865928e-06	8.624929e-09
3.829123e+01	1.855309e-06	2.561195e-09
3.840065e+01	1.854563e-06	1.716808e-08
3.851037e+01	1.871240e-06	9.380101e-09
3.861916e+01	1.863274e-06	6.729056e-09
3.872771e+01	1.842791e-06	1.604228e-09
3.883478e+01	1.861012e-06	1.527473e-08
3.894384e+01	1.851905e-06	1.450998e-08
3.905166e+01	1.842039e-06	1.222732e-08
3.916066e+01	1.850753e-06	5.599618e-09
3.926991e+01	1.852281e-06	8.060381e-09
3.937779e+01	1.870478e-06	1.317470e-08
3.948865e+01	1.848098e-06	4.463036e-09
3.959695e+01	1.823438e-06	2.582375e-09
3.970440e+01	1.842420e-06	1.488332e-08
3.981224e+01	1.857213e-06	8.443304e-09
3.991998e+01	1.853426e-06	1.906379e-08
4.002659e+01	1.879595e-06	4.284435e-09
4.013407e+01	1.857582e-06	7.871774e-09
4.024315e+01	1.843176e-06	9.572323e-09
4.035268e+01	1.857588e-06	1.993118e-09
4.045991e+01	1.878826e-06	1.316916e-08
4.056881e+01	1.851138e-06	1.609775e-09
4.067622e+01	1.867448e-06	4.829822e-09
4.078345e+01	1.876176e-06	4.444378e-09
4.089155e+01	1.870105e-06	3.689710e-09
4.099981e+01	1.893256e-06	6.570207e-09
4.110823e+01	1.859112e-06	1.185902e-08
4.121669e+01	1.879605e-06	1.870213e-08
4.132374e+01	1.845067e-06	8.464502e-10
4.143167e+01	1.869336e-06	1.810791e-08
4.154138e+01	1.859106e-06	1.235425e-09
4.164910e+01	1.883007e-06	1.405032e-09
4.175700e+01	1.856819e-06	1.394248e-08
4.186616e+01	1.864795e-06	1.416545e-09
4.197354e+01	1.870487e-06	4.842859e-10
4.208223e+01	1.885651e-06	1.847612e-08
4.218986e+01	1.867085e-06	1.907286e-08
4.229879e+01	1.885661e-06	4.059018e-09
4.240525e+01	1.885280e-06	5.197029e-09
4.251337e+01	1.843171e-06	2.742239e-09
4.262067e+01	1.864801e-06	6.930354e-09
4.272848e+01	1.883370e-06	2.530713e-08
4.283522e+01	1.862899e-06	4.792434e-10
4.294278e+01	1.848838e-06	3.329792e-08
4.305135e+01	1.855689e-06	6.638946e-10
4.315989e+01	1.841263e-06	1.357318e-08
4.326783e+01	1.859855e-06	1.318176e-08
4.337642e+01	1.874674e-06	2.059531e-08
4.348369e+01	1.873140e-06	4.446395e-09
4.359173e+01	1.856831e-06	4.269308e-09
4.370031e+01	1.882240e-06	1.354653e-08
4.380957e+01	1.855321e-06	1.640989e-08
4.391800e+01	1.877328e-06	1.718321e-08
4.402927e+01	1.826108e-06	1.828693e-08
4.413766e+01	1.839398e-06	3.385180e-08
4.424627e+01	1.870891e-06	3.728718e-08
4.435410e+01	1.850755e-06	3.323512e-09
4.446488e+01	1.874283e-06	2.763502e-09
4.457415e+01	1.881123e-06	1.946125e-08
4.468243e+01	1.827980e-06	2.003244e-08
4.479377e+01	1.872002e-06	4.067506e-09
4.490103e+01	1.851525e-06	1.337138e-08
4.501204e+01	1.868970e-06	4.832776e-10
4.512073e+01	1.856450e-06	2.371418e-09
4.522934e+01	1.862528e-06	1.299963e-08
4.534061e+01	1.892508e-06	2.250480e-08
4.544915e+01	1.861393e-06	1.717203e-08
