Averaged TEY data for P950-InO2
Time(s)	MeanTEY	Std
3.189813e+01	1.829562e-06	1.624948e-08
3.200648e+01	1.831465e-06	2.652013e-08
3.211480e+01	1.853906e-06	1.929618e-08
3.222537e+01	1.821953e-06	1.092345e-08
3.233421e+01	1.832601e-06	4.289607e-09
3.244217e+01	1.834504e-06	1.626875e-09
3.255195e+01	1.819290e-06	1.054245e-08
3.265925e+01	1.794187e-06	1.662419e-08
3.276645e+01	1.848954e-06	2.064303e-08
3.287448e+01	1.818150e-06	9.401652e-09
3.298263e+01	1.834883e-06	1.037536e-08
3.309192e+01	1.840968e-06	1.113506e-08
3.320039e+01	1.805972e-06	3.167986e-08
3.330783e+01	1.836025e-06	6.557870e-10
3.341792e+01	1.831840e-06	5.050335e-09
3.352719e+01	1.838684e-06	2.178578e-08
3.363861e+01	1.839066e-06	9.233518e-09
3.374604e+01	1.821952e-06	7.880402e-09
3.385557e+01	1.851242e-06	1.282967e-08
3.396706e+01	1.827279e-06	1.701035e-08
3.407560e+01	1.821193e-06	1.168395e-08
3.418287e+01	1.840968e-06	7.331401e-09
3.429032e+01	1.841731e-06	1.797269e-09
3.439976e+01	1.829937e-06	2.140649e-08
3.450804e+01	1.847058e-06	1.320965e-08
3.461828e+01	1.828799e-06	4.077765e-09
3.472525e+01	1.857708e-06	7.885761e-09
3.483461e+01	1.854662e-06	9.611783e-09
3.494561e+01	1.808262e-06	2.613605e-08
3.505483e+01	1.823478e-06	3.222443e-08
3.516519e+01	1.815491e-06	3.640691e-08
3.527421e+01	1.844017e-06	2.614141e-08
3.538377e+01	1.867215e-06	8.613577e-10
3.549102e+01	1.828041e-06	2.689963e-08
3.559942e+01	1.824616e-06	1.054384e-08
3.570766e+01	1.843255e-06	1.929459e-08
3.581446e+01	1.822336e-06	2.195390e-08
3.592422e+01	1.815866e-06	4.836441e-09
3.603428e+01	1.812441e-06	1.151935e-08
3.614335e+01	1.827657e-06	8.672866e-10
3.625299e+01	1.834501e-06	1.379848e-08
3.636096e+01	1.824617e-06	1.967239e-08
3.646871e+01	1.813201e-06	1.227985e-08
3.657862e+01	1.842871e-06	5.429285e-09
3.668831e+01	1.801413e-06	5.594890e-09
3.679621e+01	1.806738e-06	1.168179e-08
3.690412e+01	1.849340e-06	9.405736e-09
3.701475e+01	1.827658e-06	6.740040e-09
3.712313e+01	1.836787e-06	5.220179e-09
3.723060e+01	1.831080e-06	5.051040e-09
3.734285e+01	1.812062e-06	1.032208e-09
3.745210e+01	1.841732e-06	5.600933e-09
3.756199e+01	1.824235e-06	7.120130e-09
3.766978e+01	1.823093e-06	2.175078e-09
3.777957e+01	1.848954e-06	2.748974e-08
3.788885e+01	1.802171e-06	6.576602e-09
3.799719e+01	1.820810e-06	3.911362e-09
3.810406e+01	1.853518e-06	2.748905e-08
3.821346e+01	1.815488e-06	1.662798e-08
3.832800e+01	1.826899e-06	1.206541e-08
3.843529e+01	1.823469e-06	2.711296e-08
3.854416e+01	1.803699e-06	3.146085e-08
3.865249e+01	1.834504e-06	2.176788e-09
3.876112e+01	1.797605e-06	1.722766e-08
3.887432e+01	1.837545e-06	6.951312e-09
3.898200e+01	1.822335e-06	1.891085e-08
3.908897e+01	1.806363e-06	4.020921e-08
3.920159e+01	1.842492e-06	7.122866e-09
3.931425e+01	1.820812e-06	1.054327e-08
3.942350e+01	1.859607e-06	4.666161e-09
3.953400e+01	1.840588e-06	1.151513e-08
3.964241e+01	1.802935e-06	7.116937e-09
3.975051e+01	1.837548e-06	9.023957e-09
3.985949e+01	1.847435e-06	6.189805e-09
3.996790e+01	1.819670e-06	3.315782e-09
4.007607e+01	1.855046e-06	1.739452e-08
4.018439e+01	1.842875e-06	1.967454e-08
4.029177e+01	1.807498e-06	3.313368e-09
4.039863e+01	1.858089e-06	1.359190e-08
4.050575e+01	1.829562e-06	1.777071e-08
4.061732e+01	1.844395e-06	1.130742e-08
4.072588e+01	1.846675e-06	2.385666e-09
4.083564e+01	1.851241e-06	7.504190e-09
4.094407e+01	1.853905e-06	1.853557e-08
4.105205e+01	1.835263e-06	1.075591e-08
4.115984e+01	1.824996e-06	9.402088e-09
4.127070e+01	1.821190e-06	2.770088e-09
4.137952e+01	1.829180e-06	1.282637e-08
4.148966e+01	1.850481e-06	1.206835e-08
4.159789e+01	1.855806e-06	1.511279e-08
4.170627e+01	1.837932e-06	2.614050e-08
4.181488e+01	1.843634e-06	1.206792e-08
4.192356e+01	1.815869e-06	1.929048e-08
4.203403e+01	1.869501e-06	2.043974e-08
4.214107e+01	1.864933e-06	1.010850e-10
4.225013e+01	1.839074e-06	3.564983e-08
4.235674e+01	1.863796e-06	2.614438e-08
4.246538e+01	1.854664e-06	4.826365e-10
4.257293e+01	1.833745e-06	1.130523e-08
4.268222e+01	1.848577e-06	2.004778e-09
4.279030e+01	1.853142e-06	1.038955e-09
4.289969e+01	1.827658e-06	3.697582e-09
4.300779e+01	1.828800e-06	1.168509e-08
4.311603e+01	1.804456e-06	8.638395e-09
4.322363e+01	1.830699e-06	6.191724e-09
4.333197e+01	1.855806e-06	1.511279e-08
4.344408e+01	1.831459e-06	9.234658e-09
4.355354e+01	1.851998e-06	1.988196e-08
4.366180e+01	1.842113e-06	9.785256e-09
4.377103e+01	1.830699e-06	1.075600e-08
4.387956e+01	1.846294e-06	1.113427e-08
4.398936e+01	1.843632e-06	2.386712e-09
4.409821e+01	1.856948e-06	1.397174e-08
4.420582e+01	1.861512e-06	1.701548e-08
4.432005e+01	1.847058e-06	1.320965e-08
4.443035e+01	1.841352e-06	1.054576e-08
4.453832e+01	1.859986e-06	1.417526e-08
4.464554e+01	1.843635e-06	1.891404e-08
4.475342e+01	1.845912e-06	1.912225e-08
4.486152e+01	1.837168e-06	7.122068e-09
4.496971e+01	1.852000e-06	4.667302e-09
4.507869e+01	1.837167e-06	4.839634e-09
4.518727e+01	1.829555e-06	2.711204e-08
4.529704e+01	1.805598e-06	1.054099e-08
4.540539e+01	1.845530e-06	2.787026e-08
4.551399e+01	1.872540e-06	3.142404e-09
4.562265e+01	1.832982e-06	2.387718e-09
4.573069e+01	1.835645e-06	2.557562e-09
4.584059e+01	1.843254e-06	1.549092e-08
4.594803e+01	1.829941e-06	1.510832e-08
4.605525e+01	1.829941e-06	6.740383e-09
4.616283e+01	1.820813e-06	1.358573e-08
4.627036e+01	1.824993e-06	1.265869e-08
4.637918e+01	1.818146e-06	1.570276e-08
4.648798e+01	1.810161e-06	2.173140e-09
4.659649e+01	1.851998e-06	1.455706e-08
4.670537e+01	1.838309e-06	9.784686e-09
4.681759e+01	1.839453e-06	2.385829e-08
